2025-08-29 11:40:18,223 INFO gateway METHOD: POST | PATH: /api/token/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/token/
2025-08-29 14:31:45,443 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:31:52,035 INFO gateway METHOD: POST | PATH: /api/token/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/token/
2025-08-29 14:31:54,465 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:32:05,552 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:32:07,059 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:32:16,053 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:32:25,046 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:33:05,523 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:33:07,425 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:33:16,684 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:33:25,678 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:33:34,675 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:33:45,435 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:33:47,010 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:33:56,041 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:34:05,036 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:34:20,598 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:35:19,941 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:35:20,357 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:36:18,746 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:36:19,002 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:37:19,327 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:37:19,585 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:38:19,879 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:38:20,329 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:39:20,541 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:39:20,901 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:40:21,510 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:40:21,980 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:41:20,638 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:41:21,667 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:42:19,476 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:42:19,835 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:43:19,919 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:43:20,300 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:43:27,905 INFO gateway METHOD: POST | PATH: /api/token/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/token/
2025-08-29 14:44:20,383 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:44:20,669 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:45:21,230 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:45:21,489 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:46:18,651 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:46:18,906 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:46:48,954 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:46:56,039 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:47:04,900 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:47:06,183 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:47:15,310 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:47:24,374 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:47:36,977 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:47:45,976 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:48:19,170 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:48:19,523 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:48:26,677 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:48:29,490 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:48:38,529 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:48:57,076 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/PRO-0013/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/PRO-0013/
2025-08-29 14:49:20,598 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:49:20,907 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:50:21,027 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:50:21,491 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:51:18,624 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:51:18,942 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:52:19,260 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:52:19,834 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:53:19,891 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:53:20,234 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:54:20,175 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:54:20,528 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:55:21,107 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:55:21,529 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:56:17,713 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:56:22,480 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:57:19,219 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:57:20,456 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:58:19,774 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:58:20,008 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 14:59:20,088 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 14:59:20,388 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:00:20,982 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:00:21,257 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:01:21,637 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:01:21,977 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:02:19,014 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:02:19,415 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:03:19,641 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:03:20,087 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:04:20,344 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:04:20,578 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:05:21,095 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:05:21,643 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:06:21,659 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:06:22,002 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:07:19,079 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:07:19,344 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:08:19,735 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:08:20,178 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:09:20,500 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:09:20,986 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:10:21,052 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:10:21,302 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:11:21,764 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:11:22,217 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:12:19,030 INFO gateway METHOD: GET | PATH: /api/applications-engine/schedules/ | STATUS: 401 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/schedules/
2025-08-29 15:12:19,205 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/ | STATUS: 500 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/
2025-08-29 15:12:19,366 INFO gateway METHOD: POST | PATH: /api/token/refresh/ | STATUS: 500 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/token/refresh/
2025-08-29 15:32:37,992 INFO gateway METHOD: POST | PATH: /api/token/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/token/
2025-08-29 18:17:39,236 INFO gateway METHOD: POST | PATH: /api/token/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/token/
2025-08-29 18:17:46,685 INFO gateway METHOD: GET | PATH: /api/tenant/tenants/ | STATUS: 401 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/tenant/tenants/
2025-08-29 18:17:54,009 INFO gateway METHOD: GET | PATH: /api/tenant/tenants/ | STATUS: 401 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/tenant/tenants/
2025-08-29 18:17:55,455 INFO gateway METHOD: GET | PATH: /api/tenant/tenants/ | STATUS: 401 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/tenant/tenants/
2025-08-29 18:17:58,833 INFO gateway METHOD: POST | PATH: /api/token/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/token/
2025-08-29 18:18:09,342 INFO gateway METHOD: GET | PATH: /api/tenant/tenants/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://auth-service:8000/api/tenant/tenants/
2025-08-29 18:31:41,854 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 18:31:41,897 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 18:32:24,277 ERROR gateway Error forwarding request to /api/applications-engine/applications/parse-resume/autofill/ from 172.19.0.1: HTTPConnectionPool(host='job-applications', port=8002): Read timed out. (read timeout=30)
2025-08-29 18:35:44,999 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 18:35:45,067 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 18:40:17,042 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 18:40:17,091 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 18:40:58,629 ERROR gateway Error forwarding request to /api/applications-engine/applications/parse-resume/autofill/ from 172.19.0.1: HTTPConnectionPool(host='job-applications', port=8002): Read timed out. (read timeout=30)
2025-08-29 18:55:09,971 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 18:55:10,015 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 18:55:55,638 ERROR gateway Error forwarding request to /api/applications-engine/applications/parse-resume/autofill/ from 172.19.0.1: HTTPConnectionPool(host='job-applications', port=8002): Read timed out. (read timeout=30)
2025-08-29 19:22:57,954 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 19:22:58,037 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 19:23:29,272 INFO gateway METHOD: POST | PATH: /api/applications-engine/applications/parse-resume/autofill/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://job-applications:8002/api/applications-engine/applications/parse-resume/autofill/
2025-08-29 19:31:31,119 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
2025-08-29 19:31:32,005 INFO gateway METHOD: GET | PATH: /api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/ | STATUS: 200 | IP: 172.19.0.1 | FORWARDED TO: http://talent-engine:8001/api/talent-engine/requisitions/by-link/2-PRO-data-scientist-ai-engineer-9073863e/
